Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Finland,18132.652395602,17541.4583329303,17248.1599567434,17450.5279099441,18444.744138837,19550.9580012421,20051.9146144507,21787.1521018138,23576.4942517629,24767.280673451,26794.7532482595,27807.5694196212,28605.1223159604,29019.7732712782,31173.4510899802,32051.7940038456,34413.5720105312,37799.0376291697,40083.6972699668,38008.8160885583,38982.5334165233,40916.8385790274,40873.0953326066,41493.1416470359,41757.4021894413,42535.475165346,44922.8858322334,47470.515883173,49549.3935925112
Fiji,4200.87508249906,4186.44462543615,4487.70628194928,4626.66968770172,4897.40534407324,5060.22006836365,5338.51902046513,5255.16072879583,5333.46675634521,5841.72272813294,5836.73921676406,6062.23960120146,6344.80659823369,6520.71136261823,7035.78392766269,7272.43741298056,7573.5538569818,7634.12316664465,7777.69269163106,7653.43597473567,7914.08251690521,8263.0646015687,8839.54129217602,9536.44998103895,11345.4884861985,12412.1996163229,12633.0090729648,13429.3159184274,14144.423161592
France,17619.2087524904,18304.2587123276,18926.4628981137,19169.8529751694,19966.4846863551,20739.5493291191,21320.5347615066,22236.2513563948,23359.0099093703,24307.4987876484,26100.3972002969,27501.8139390059,28523.8857271382,28141.914848273,29034.1247889392,30498.5792943609,32429.3927056701,34085.869633528,35095.2629574491,34711.4450795227,35926.9056275762,37440.6386298685,37679.1217798605,39523.8539542181,40144.0268283679,40860.9112179241,42922.0988722003,44783.4758735613,46447.4399160547
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",1770.81398718647,1917.50902814255,1987.12198329342,2146.32642086994,2136.94740649575,2302.2460567528,2253.1976622996,2149.976172889,2241.77018809317,2314.52735003113,2489.40414801731,2604.70544613613,2663.93361369605,2759.38848253502,2753.50496255775,2910.78901436922,3018.00078806756,3069.16928083663,3080.07977967808,3154.79279316807,3265.69282482482,3422.2892095702,3388.22489894387,3276.300421395,3215.17441769739,3354.50839527418,3380.73734639043,3497.91754135142,3553.06145460343
Gabon,12395.6195710376,13231.6783748163,12764.4940378962,13223.8632509765,13643.6504777322,14249.3675708143,14657.8744266797,15374.1822165607,15692.9971059653,14147.0123698988,13852.3390097383,14117.7550518427,13968.7683595668,14199.2358955905,14315.0350310399,14755.3810176257,14366.107125182,15187.8176745861,14517.8285231739,14177.1464228711,14837.0718261299,15638.6914694995,15377.6268642581,15131.9441822602,15369.8957553035,14699.552643269,14286.4207789581,15006.7640910411,15102.5311864263
United Kingdom,16818.964068888,17145.4758900215,17553.7426144432,18379.482523489,19453.5198824631,20516.4807265754,21840.6796282576,23034.5852202546,23636.9372259866,24414.6853180808,26413.4335443993,27757.0924447363,29068.5938574601,30262.0555232904,31964.7816817557,32668.2263161355,34761.1678127332,35597.4003804668,36660.1925635403,35029.994622498,36367.9205261167,37161.554131385,38311.8971996093,39970.9960678458,41265.9380854536,42518.1412562852,44162.5511728591,45974.8643523571,46867.9162109276
Georgia,5730.90993155475,4641.83105791538,2595.75294722021,1864.29486666418,1732.54493574224,1884.35909288553,2212.64389429036,2568.64332587568,2745.296814538,2924.39145300077,3104.51568773362,3377.05110667262,3650.85722883895,4157.8794054096,4545.29312824043,5169.0624236239,5860.35840825662,6810.19082216746,7132.20528941183,6986.00454055501,7564.06306089753,8360.29720703068,9333.61015900306,10135.1511063589,10987.7662085542,11716.049877079,12336.0436860256,13589.7407310006,14594.6736925004
Ghana,1237.36248910473,1308.32931862141,1350.45398118518,1408.69334138504,1445.43004153624,1495.57509779578,1552.14336244922,1604.14940573084,1656.9883745854,1712.40943340225,1771.53600411443,1837.24943040212,1903.14626956368,1989.76707835191,2104.81101894802,2241.28722981991,2394.93006123791,2500.80421736435,2711.87615815123,2792.96818094652,2973.83282053656,3379.48499790009,3789.16930612983,5264.36443751189,5456.50955070305,5116.91400252922,4889.05315422129,4996.63870607304,5320.97296936302
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,882.887988282654,910.420413051475,935.695681257029,979.757484064639,1013.37974842661,1054.23571933761,1092.26369651513,1138.42633255863,1163.03042949494,1195.30348428049,1224.34169006005,1269.79627719258,1329.79987626986,1345.23974934151,1386.43743416747,1442.75829461121,1471.99188410646,1578.98224246481,1638.24993436328,1595.24073493726,1653.71815370635,1743.94710091874,1799.24484171481,1814.36071492423,1805.89972725876,1820.21490508137,2079.29533478117,2417.79918672692,2555.90759007084
"Gambia, The",1557.05784403692,1597.73120119805,1632.13382932035,1666.96327532376,1653.21545346834,1650.91911946618,1666.09734258056,1723.91685717849,1749.54254018087,1830.71197287244,1913.78299331123,2004.73195049032,1908.26082304947,2011.81075652116,2142.75386879939,2091.55151374782,2078.64098546422,2134.516360405,2244.50059503985,2341.67675790344,2434.89124880179,2215.7511092395,2202.43266048339,2123.39370071674,2027.4967336524,2066.7491183272,2068.96982928924,2072.6524500401,2196.45731680112
Guinea-Bissau,1012.66747112958,1075.75123652928,1087.48282683691,1111.49256686698,1146.36977009373,1196.6467908242,1333.00320338843,1416.48711130745,1010.41328398211,1015.49163724776,1072.5133898637,1096.47615426051,1078.80471412875,1080.24097545247,1113.75747336745,1169.45391015502,1203.45181948587,1245.39955542448,1278.24675130448,1298.20039255608,1338.98456584651,1439.28988064393,1357.66906767342,1365.97182800783,1379.24816385225,1597.43093631483,1746.9292890166,1925.23773659951,1996.65857298329
Equatorial Guinea,653.931746992101,648.010974359812,864.284414782782,949.740069821735,1092.82804969324,1264.21789960626,2065.15464068842,5049.62736333714,6071.15900968668,7429.7414108579,8617.72085017468,13807.9357460809,16076.2795626551,17891.4757867127,24283.6950088168,27963.0651566541,29646.2108125063,33506.4068642852,38407.8796836376,37447.5078699774,32965.8995911163,34280.254893443,37636.442097536,34801.266781391,33703.2672233527,24040.5060399031,20456.3449136235,22551.083245578,20855.8009156221
Greece,13287.2558025827,13993.4394709174,14302.8640662678,14322.9560783876,14846.8483724742,15404.3011616687,16121.0073637945,17150.1379972673,18033.4620150648,18464.7321030753,19523.5137601682,20963.7485563359,22615.9356489706,23870.5081470032,25437.3782051198,25577.5240795599,28514.7259773514,29289.8054072303,30856.0118268477,30388.3544960412,28169.4900245403,26141.3195918975,25284.4640766238,26097.8719008736,26838.4552283268,26902.525319841,27823.3618443287,29089.0140066987,30357.6187138529
Grenada,4729.10471572166,4950.14235577872,4983.43573412198,4947.35155549395,5080.5407594989,5248.08604475216,5541.96662860386,5887.29009602024,6623.69612059742,7154.03234944628,7641.5466550922,7620.281676743,7977.14779443625,8862.53934742587,9012.57627579045,10495.2380073884,10354.2138389238,11255.8564163871,11554.3082085448,10838.2242815245,10862.8674378396,11115.7069552334,11167.4008885619,11889.2815486633,13041.3540496501,14152.4311760862,15025.3609644471,16234.746367358,17234.7389770464
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,3300.50293355741,3455.09153794369,3618.84336005536,3760.91266879269,3904.39610297835,4088.59327926983,4190.70365824865,4350.54418123254,4517.19295566895,4652.67878457056,4816.87148460451,4921.51846300777,5071.92266707753,5173.28359598776,5353.06834685814,5569.58727353164,5910.97804269295,6309.55736341523,6498.14943595918,6439.68011603078,6557.75514573039,6824.8567076923,7096.68278907957,7282.56843675503,7535.9272487547,8004.53665145583,8085.24214887771,8353.16197544375,8655.41991843503
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,2129.45739746015,2331.1788835094,2555.10821681405,2808.68463720632,3093.93153022014,3307.30217662687,3638.16093686389,3944.28312638618,3943.51262741337,4141.41681659478,4192.802909992,4391.31534251819,4513.82532275642,4566.41340919987,4758.86842063669,4808.62199145054,5207.01269026495,5721.21565386701,5945.05707636492,6195.69215402289,6512.32495439475,6969.70850179995,7398.18809820751,7893.217340393,8124.66950584345,8313.46000879636,8732.92728694559,8989.03827392901,9538.98594243395
High income,18314.4445358897,19113.0747193323,19883.559456816,20485.639402203,21466.2897265596,22384.2783066879,23360.625484999,24424.4496338903,25249.7294112452,26271.00500225,27931.0369895658,28835.5032072772,29767.0408293633,30767.5428971999,32480.0380784699,34068.923369235,36266.5615686927,38037.265875579,38992.3669506467,37990.8126324188,39404.8961602228,41034.3616788413,42138.3039094991,43497.3721845742,44662.6974502137,45395.1728222848,46646.9895650184,48587.2416045994,50410.6943484402
"Hong Kong SAR, China",18270.2589423449,19800.2338726328,21334.2352927146,22798.9770446196,24141.5311094691,24738.0943526176,25123.5720847448,26637.427731561,25141.8231214432,25895.6101523721,28253.2036970751,28821.6350648067,29631.0383811205,31165.2178838239,34518.398964933,38056.7480700641,41697.1107203594,45195.0412816688,46773.9018563635,45872.6141210152,49185.2214877596,52277.4664432843,52234.9896169176,53692.7189644078,54774.593970692,56407.3218162824,57229.2020122204,59926.9351913365,62726.622105883
Honduras,2052.13245558529,1993.46713849922,2102.49116146669,2228.49001378593,2217.3728523023,2336.58859276284,2355.47969315071,2435.42869805431,2479.60662686732,2427.91646360194,2591.33221421943,2648.81186170331,2720.27446234556,2824.60820301285,3006.69595508338,3210.34729495144,3443.76950617591,3671.33288297839,3816.83524759543,3674.23320933547,3778.46056107421,3928.26807500573,4033.59360383157,4142.76261707625,4452.46581998845,4823.31131412265,5147.00511354509,5561.9963118339,5810.4265985708
Croatia,,,,,,7958.94791814552,8680.66503454285,9461.56354715068,9785.09521238303,9843.84912428145,10604.2054061123,11613.6037447447,12647.6644986728,13550.4200790754,14534.4846394002,15303.9218631794,17428.3690102308,19353.6140610011,20776.4162731957,20013.8623313978,19776.2031422416,20743.4124776371,21136.4182488782,21769.2601666604,22062.0673940023,23013.6011900918,24871.8953300202,26700.3720990885,28115.4632859272
Haiti,1382.34784614857,1427.4354051857,1355.83284732388,1287.79953158117,1136.53682902723,1251.80592710031,1303.47562498704,1337.4949838307,1357.72151253427,1390.10198032718,1409.02582904184,1400.89157136144,1395.90669413511,1403.60102405016,1368.01945598896,1412.94736661677,1464.636043924,1529.62055936969,1547.87765105036,1582.91249418614,1527.76885466224,1621.23033424916,1590.41200063526,1681.16878027484,1718.87835274346,1704.88789060285,1757.2831096442,1763.66326068306,1810.22365742019
Hungary,,8310.04581605057,8242.21136412755,8398.45538468297,8842.69084094294,9175.34821123271,9335.54523013098,9821.53104306728,10397.905633794,10873.2478627727,11857.6196880759,13213.5738346249,14526.3882629125,15464.4113398097,16228.9939290968,17073.5514251442,18339.6180652971,19044.4187870779,20696.7285678852,20693.725076738,21586.0361423547,22894.3476393949,23148.1278813822,24498.1791614004,25604.9882089604,26668.0408752434,27699.6309373747,29529.3092284512,31578.7598003737
Indonesia,3082.08233929689,3347.89049967578,3585.52782588368,3845.20225051607,4156.64779060459,4522.29295002484,4891.43932595429,5134.50794220607,4447.17441464182,4484.06923192199,4743.94469415312,4956.36115129303,5190.36499016359,5465.26420242497,5816.18149251643,6254.61432630332,6708.57559413028,7229.5380919644,7710.66607495119,8021.74776250678,8505.74853499029,9095.73363343822,9713.92962559189,10067.5710635733,10276.8010148171,10246.8983599054,10495.2228637996,10933.7389717604,11646.4702926616
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,1201.66846245056,1230.08694826947,1300.77502839488,1367.6366595886,1461.18340214614,1574.31793825064,1691.80474528418,1757.51467663289,1852.81039529161,2009.21564691633,2095.64696095006,2206.44813772483,2287.62997291551,2472.1036898581,2695.89364172517,2953.10919005134,3237.29473264229,3525.31437635645,3650.94285878276,3912.41813709179,4236.74423653331,4493.66780352489,4861.18079461392,5057.30490644402,5233.20243894862,5464.71119822992,5829.16744051683,6184.80035428111,6697.15779767093
Ireland,13734.3469540048,14389.8320092344,15106.3987455873,15801.5227974316,17000.7302501258,18932.1746224757,20468.6846151113,22620.3183091368,25059.4014037042,26995.2612894747,30184.9598109279,32546.3936956907,35212.0947152903,36238.3481785662,38669.3990361849,40437.7745791191,44197.5497653526,46756.3009725199,44283.7301119233,41653.2437279843,43327.4024159173,44855.3247012361,46256.5688825764,47897.2916625856,51067.9767132391,69056.0460368695,71921.7170489379,78128.181584186,84459.7731039696
"Iran, Islamic Rep.",7217.41471598074,8194.61533839976,8457.46329720302,8609.7044791637,8536.72717364777,8791.05505481,9286.32711253723,9365.50009270479,9550.7787096244,9646.54126675961,10309.0665602808,10485.2880768167,11283.1048259452,12342.7285774391,13070.5591094917,13745.9200202036,14702.9584639243,16150.3347238819,16326.3236405383,16433.2592536887,17388.8956146287,18008.8025229276,15730.269770748,15098.0965098149,15078.1791063857,13265.7610825242,13604.983649398,14535.8630641234,
Iraq,7400.46114711773,2678.33787538998,3530.89097389279,4572.15656210488,4704.77212521071,4756.75586861079,5213.7034476408,6233.09243076672,8241.01338574221,9533.39259909985,9591.04019744876,9733.02773124094,8937.56014654601,5920.96418521386,9134.93364583577,9611.747707374,10699.5651047649,10953.5261893538,11883.3653199286,12127.6243683981,12717.0175642756,13515.5481266513,15056.3963522142,15405.7811645152,14248.93586582,10299.6489545476,9793.998554798,10971.9700125932,10919.8626897784
Iceland,21978.115735747,22409.3056220584,21870.1354885181,22452.8912375759,23554.8710626624,23946.5589158473,24771.6946921902,26904.1824217959,28688.1532553941,29523.1915414877,29717.5682845526,31775.467248812,32524.0232505223,32619.8643363399,35608.2303896789,37233.1962853091,39087.3507203371,41157.2331525606,43318.3527469996,41937.0952740762,39606.5961170263,40767.2364144887,41926.3419355085,44157.5524601264,45714.8938116702,48728.0993642438,53276.6012574111,55565.4146445379,58058.2169981847
Israel,15150.578185919,15887.7519979858,16915.9472516706,17556.69237349,18771.1405938234,19892.2472429655,20722.8767893983,21394.6116194396,22039.4188532504,22584.9385429207,24928.9454829974,24921.5962560535,25224.8787374278,23818.4860466796,25208.0362410566,24831.4499182696,25665.0664260389,27460.3104379467,27433.0634931255,27484.8709715324,28824.1939921602,30539.963366648,31693.917871933,34145.7125990963,34212.9444888986,35436.8108730888,37843.9778107983,38966.6626934549,40261.3380291629
Italy,18603.4961770534,19514.9795134158,20112.5794719255,20401.0189452661,21280.5266337235,22353.6001842488,23017.7131192139,23867.7955809532,25020.5960601857,25602.3894720393,27082.5769806605,28045.7233316338,28736.5771073504,29165.0496655198,29527.89483147,30130.6444569128,32414.4661554296,34105.7205518664,35523.2713104342,34636.2164275958,35181.9684188805,36598.0149693024,36486.2967870302,36314.6971007775,36194.873918843,36909.3283742734,39918.277691654,41784.8412650752,42798.0987227977
Jamaica,4765.92777520789,5124.34431806145,5296.46657512245,5876.35733509598,6025.54402658544,6235.15450296945,6280.31679633018,6253.96606939624,6117.6226208093,6214.27139289698,6355.84007300246,6533.38352715068,6723.67298020441,7056.15057679337,7300.06382444245,7553.19313583219,7965.49738225976,8255.17949398055,8306.48396058248,7966.85700999841,7900.21072257332,8159.88482750568,8189.37599274637,8443.27462630661,8543.97312028084,8791.36574605407,9193.17464760403,9598.37095744956,9975.19407899509
Jordan,4162.97498779224,4155.470716438,4768.09076936209,4834.96242926422,4938.99546778738,5146.24308375944,5187.07403961312,5320.99789440526,5435.00974228054,5601.99037583129,5864.60757164856,6194.31653576111,6530.88321972108,6780.38742355186,7361.39110280247,7945.11780015853,8514.43092239583,9059.19362556858,9448.39932566844,9551.2127625398,9384.4724034723,9313.27106534174,9047.35225633517,9138.49443965804,9039.15847453178,9248.627096552,9187.26027896779,9841.16955720028,10093.9640130726
Japan,19561.2016400735,20849.017564839,21451.6742457702,21792.3356034633,22402.2663030639,23409.6402941224,24515.1161355113,25146.2004313157,25074.0575426,25325.7072638772,26838.6913604846,27472.5473026359,28160.1076146939,28924.6819531949,30348.0417430518,31663.4530989772,33090.1962558485,34501.5087278137,34798.7658977271,33198.616113072,34986.9945402402,35774.6967129559,37191.3859456258,38974.0794886127,39179.155610609,40396.2432092141,40004.2066110542,40800.8403905342,41473.3119526181
Kazakhstan,8270.77975714186,7562.5087919336,7329.9861330376,6858.6592804834,6211.94844019067,5925.05997931524,6156.25492296149,6470.29890631811,6530.56044543424,6868.83550428422,7733.7894428064,8985.65550038946,10021.8969615589,11119.8878118162,12428.8359993864,13934.721140115,15725.346529529,17384.9245141416,18086.2415887686,17962.8301155202,19225.0769116698,20779.4455064586,21452.4965827415,24265.3578764165,24726.4708346133,25378.5316202921,26807.9368574796,24862.9661245889,26172.3519855472
Kenya,1476.47067794443,1498.02402577614,1471.63950798528,1464.9659532096,1489.2428421039,1540.71371657825,1587.05361168064,1576.52739157248,1601.28141773199,1616.51988459398,1617.5349546979,1669.33003279065,1659.38323489332,1693.25652707936,1778.54346428932,1889.78788555569,2016.60459516278,2152.22146284907,2139.15886921946,2166.32718087992,2311.97687636183,2437.88100038807,2536.25204862325,2771.5703825345,3023.23580620339,3362.41530057868,3635.47701210965,4035.57020942115,4294.93678905115
Kyrgyz Republic,2545.67445854778,2385.80549271595,2077.16147702424,1797.13459836644,1467.36488918495,1402.80266437009,1507.21565855769,1660.82521667096,1689.04440925236,1749.87177646633,1863.74011893373,1987.03200138238,1999.67239375169,2157.2651434579,2342.49351582758,2384.17802811466,2505.46516935588,2766.05448515637,3027.86302542499,3101.33693375752,3085.65193354416,3297.36683733652,3501.22613078906,4014.58616776361,4281.82356470991,4641.93226616314,5301.46243470879,5046.69153549095,5245.12271565952
Cambodia,,,,1130.0518748943,727.110552666072,789.97900172532,826.539385136569,850.0465456307,876.438783809833,977.94923450131,1082.43433891886,1164.58092722645,1237.65299336886,1344.62480416185,1499.08692451838,1723.31444630824,1936.88232643215,2159.62318763363,2314.46217844567,2299.38704749625,2427.2433144615,2611.30598974098,2868.75925818501,3045.64909454766,3184.94419376602,3388.66837461663,3675.31437894522,3928.37368825169,4261.7983929757
Kiribati,1261.45841116292,1281.25349460636,1302.95774919272,1328.54606000592,1363.1355270488,1372.86302361117,1400.4339363322,1425.13452083464,1509.9000513741,1482.3975875547,1583.0876106446,1567.04121480786,1624.56534175181,1658.86322839244,1644.95458417253,1744.97485810154,1758.45949759349,1800.75489371695,1756.73034345871,1745.98690684999,1716.05922699588,1749.23346125585,1837.99193779005,1921.61445919551,1917.62741344393,2110.11727296233,2210.85071933332,2227.92099491753,2293.92033296961
St. Kitts and Nevis,9360.35395505058,9468.27794461374,10018.5493122147,10836.906648984,11520.0770497839,12260.1452017969,13089.360530227,14097.8484783141,14066.7316896571,14596.5054701699,16303.8935241508,17373.8120942859,17857.8604967986,17339.9462821937,18298.158624589,20462.011572308,21475.4120060482,21838.4998640074,23507.4476451267,22693.7944340208,22094.4511750495,22768.2026758946,21492.3378511243,22155.2391207845,23950.1829057022,23921.9495826602,24926.4182155359,25355.7055731463,26530.9345578541
"Korea, Rep.",8273.4060743617,9345.82283939172,10044.1907121302,10875.1244880608,12008.4736625153,13299.1615502715,14433.0007968124,15406.220216944,14621.2995817822,16392.8086272699,18082.9547532349,19168.2151495273,20775.1051401435,21376.7663012002,22936.8117455331,24196.4238503746,25820.9717332286,27822.276351002,28655.9835241828,28325.2094328853,30365.2784768084,31228.5106952266,32097.164002476,32615.7725895835,33587.5833961446,35760.734442377,37316.9434864796,38649.1552033594,39660.9160925081
Kuwait,,,,,,59914.9966174329,60590.5899502166,60079.9229104127,58823.9934568559,54986.7267979778,56164.6529423481,55928.5381974622,57602.3566357582,68053.3071966497,75681.1782707885,83667.3835725541,88637.0026489529,91449.6215301241,90072.9876500394,79403.5677699006,73946.469216402,78157.4811289785,82097.0177087748,77407.5956979376,69993.6434549224,46811.9011001058,44220.4396788785,50855.6639453517,51708.2747574427
Lao PDR,1025.76001787225,1075.51164176184,1129.93109178598,1193.3799484015,1286.04720316695,1373.25305484441,1463.65976723503,1559.98745514786,1610.07687673747,1722.28118816677,1831.96916199421,1948.39568592249,2064.43106866356,2196.99165097502,2363.31507289946,2569.53651246436,2829.04245152237,3073.74333679142,3321.91526967611,3538.64734813836,3822.62714210873,4150.82417263917,4841.68735113813,5289.60396260592,5873.07374064019,6168.41515485988,6844.15016459893,7257.80793165273,7777.77713753486
Lebanon,3854.0654553716,5712.74311308402,6461.87200003756,6943.40940467202,7312.29318468107,7665.47444783367,8488.82572900622,8612.38703538714,8942.7908720117,8893.60797528993,8986.60578011823,9182.17154614232,9205.6705471461,9224.48266364508,9670.16773232498,9963.32275323496,10305.7143567517,11552.6390463762,12873.6509991919,14132.8199237383,15009.9151201496,14723.0846683746,14882.4010138698,14959.0696479986,15076.7874791163,15078.1895296823,15497.370728011,16081.5059059902,16416.8915610494
Liberia,,,,,,,,,,,993.400566221013,1007.53013725861,1037.12159191801,725.384753419367,750.14507274497,793.494215827987,853.792071796053,923.515052258458,967.946588817842,987.007150964413,1022.0567939227,1093.5411870057,1177.94734528014,1342.24951582934,1383.39238252826,1293.2684059606,1380.61520647522,1515.64325045424,1533.47076619256
Libya,,,,,,,,,,17287.1931089089,18043.5760537656,17830.2303174143,17653.7044358566,19998.5789581513,21116.6103904811,23987.5503648203,25925.3750010404,27896.2987034262,28792.8722932467,28430.0980761901,29895.2196008132,11482.0988242594,24285.3001242902,19869.1109757202,14303.0174902414,12220.0234015984,11108.7168390127,13237.3654299731,14423.3431920793
St. Lucia,6298.5031362357,6443.75823476474,7026.17833085931,7151.40814859577,7335.25479108263,7527.27415376292,7785.01613316149,7755.95060282378,8221.46879324335,8453.84740571767,8551.37608709529,8363.7370398923,8466.48780672773,8927.74578818205,9756.22616133379,9920.69498226323,10725.2280455031,11089.6627843278,11702.4634263758,11471.1071439292,11515.397069921,12140.8135758612,11737.849667174,12024.2706406281,12223.5060492462,12435.2550798639,13036.2588185815,13582.3488043592,13960.4064709883
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,2306.77006688782,2464.61244412466,2601.85581205794,2817.42098344238,3010.23480941297,3216.00947008385,3376.32156627182,3634.03869869271,3828.18521998962,4029.04884974388,4339.68401960013,4335.36721428205,4542.33593956302,4860.33788133143,5218.68123588849,5670.95512854601,6242.37314310652,6795.344793996,7287.5852216106,7550.29488736414,8194.26965834985,9007.65736301288,10315.230564423,10852.2202284694,11255.3837677351,11557.1328588085,12224.96843977,12669.2545979614,13254.6564275764
Lesotho,810.46769556902,876.295194508776,937.235011031455,971.341651907783,1029.32911247932,1064.18639191021,1123.20952190513,1164.57303624908,1178.14615246207,1187.63742360181,1253.13205253128,1324.31612782812,1358.94702816762,1455.53236482354,1529.41685798991,1639.75229656643,1766.30077335418,1904.29349727971,2071.95554765904,2129.51059756178,2286.57822302951,2478.91680804742,2504.16603699699,2749.5921229011,3006.07692846451,3276.04449936315,3276.77108031939,2985.2976708133,3068.17291482804
Lithuania,,,,,,5922.32626002505,6376.14373777533,7068.31731343017,7762.96813723723,7821.64084809079,8459.60505656967,9451.72349386505,10494.3492320996,12067.9009141657,13031.5332665965,14526.075205912,16481.7946016473,19094.2025447007,20744.0735483349,18159.6812923202,20053.9040755309,22823.9541631041,24645.6935431893,26679.9785684523,28156.1858355089,28823.8180924943,30924.9309431662,33821.1954485172,35831.8628150858
Luxembourg,29656.3348367574,32866.2176686046,33775.2237786572,35547.4397888783,37183.923524374,39624.4152453694,41322.5609651217,42836.1624878568,44396.3910307933,50627.9277628705,55361.9323044284,55895.384835493,58771.5092731796,60040.2312530274,64051.8250290075,68220.0644818574,77938.2001191823,83975.6355682133,86693.8951220862,82340.4894946413,85677.6334441022,92005.0168361444,91622.1774169388,95590.5386984251,101297.575745297,103750.775104054,110649.696618165,112822.605827833,116786.479974329
Latvia,,,,,5885.32699756741,5489.763590759,5776.00330587642,6465.93832923622,7047.96123014325,7390.39273741002,8017.56504733646,9018.46788017748,10052.5958806474,11011.1090632303,12199.2074682899,13836.8556061041,15742.4317132123,18125.9763967795,19466.0746088845,16936.9330870386,17600.4172371866,19789.4778399823,21291.2312357879,22692.8103512997,23844.2963195406,24830.9229657427,26404.5256861466,28488.92360721,30744.7810562715
"Macao SAR, China",27082.0184354834,28216.5091201872,31913.7369552652,33632.1518281841,35090.7015952491,36266.9843369016,36041.3696924724,35833.5483143234,33882.9787882759,32858.0290822995,34742.6726285598,35683.1986907855,38533.1722164424,42742.0891111138,54287.8638168684,59079.7883227878,67443.493014981,77578.0450079861,80068.5598324872,80011.7870482639,99166.9027252384,120358.931922578,133607.350371981,153479.808975556,153562.549703926,116623.20770002,114903.960071267,126918.226521718,135121.371645576
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,2545.87118455349,2770.94882578128,2725.6237083906,2722.17277558135,3024.58020389695,2876.25636097532,3243.96939505236,3204.38367392953,3430.20344114783,3473.50006779271,3574.84332403854,3873.40717597527,4009.18555086189,4276.01257336328,4547.8236848785,4787.23394538032,5243.91473896182,5509.92987758794,5879.2609502389,6099.69276551087,6324.15295483307,6703.87683123861,6940.43473723986,7278.36214183693,7507.24083111078,7822.96804829934,7885.83765077327,8267.34584065211,8611.70983312611
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,3186.27514864492,3060.05028217482,3175.81152526961,3002.66187875995,2948.04239590444,3083.73539899053,3351.09421691258,3678.12842955177,4004.96095895361,4428.07278689012,4920.41301100153,5327.42824564973,5647.72567288047,6218.49975340827,5897.3917683284,6396.08920686704,6913.60222203822,7315.18015944741,8685.1877707798,8827.05331237379,10666.5376009638,12359.2332261896,11651.3174546862,12564.8940000924
Madagascar,1213.08544955454,1141.11824849395,1146.54838196752,1162.95174918803,1151.40954386334,1159.40249070853,1168.93676039225,1194.75662024368,1216.62924233926,1251.65730422006,1299.37375816542,1365.00494865419,1174.44704129099,1274.24149741881,1336.80877018549,1399.92891811233,1471.12661016572,1559.2271080868,1648.50396473065,1550.57786013978,1534.89112154165,1548.32762959927,1534.75722468977,1538.34066431673,1556.39025518194,1546.83543106561,1606.90168467061,1584.42272166843,1652.39913939426
Maldives,,,,,,6178.42103185413,6653.91750946586,7207.52447123039,7700.27635666422,8140.06893674164,8460.49140360018,8104.71110809548,8594.75459035079,9678.55080917185,10248.2502402818,8940.43245444165,11336.643070643,12251.7670125841,13345.0116434602,12123.6164171761,12712.2041790588,13542.9274879603,13690.6260826236,14774.4029601838,15991.1427462023,16768.2665208418,17412.2289314067,17988.6899992013,18959.3729980013
Mexico,8081.83606131342,8559.90013402116,8936.04791187761,8555.64055999882,9014.38191451934,8482.61306248597,9076.08773481945,9712.09127072346,10173.1654332903,10448.8234029556,11089.8134294426,11129.8689578182,11187.4776219579,11482.4495877714,12085.7600661914,12657.6371945575,13808.177624733,14290.0672372946,14924.8217487322,14558.2448127429,15260.6205539571,16520.2585085371,17162.9275170326,17373.8970180913,18045.9844632038,18284.8828438085,19314.2573597382,19795.8684950156,20396.4777131565
Marshall Islands,1998.49065540435,2019.48713561065,2175.20991436423,2332.73184098069,2503.29320402963,2752.43059436189,2510.27384394128,2392.89696931899,2404.48240313317,2405.38236004206,2476.24679559347,2668.12942837962,2760.84107302883,2710.46542410316,2757.24809241076,2866.9396526901,2946.29521743259,3093.46513792563,2934.23005052997,2995.23435050235,3252.367856745,3285.58253525386,3258.50077384901,3425.60154647446,3443.02834153973,3519.21814540136,3585.71074656696,3780.93897001435,3989.03765796218
North Macedonia,5526.36771352996,5368.57328015694,5142.4066731042,4882.41368129095,4904.74539696415,4947.90111209323,5082.34489764738,5217.79725660587,5435.75183432745,5703.98247551116,6128.53426535372,6028.93000427761,6305.39867214094,6502.7615765148,7080.15288926219,7759.71123478118,8583.3875357684,9242.30529338249,10417.9946460523,10922.7505014985,11282.2436491478,11611.1964776133,11839.6489724121,12653.6221920111,13368.1621276601,13831.2135465295,15076.4103614051,15551.9674037072,16624.8580151891
